# Target: WASP-39b
# Instrument: NIRISS/SOSS
# Pipeline: exoTEDRF
# 1D Extraction: box
# Spectral Resoluton: None
# Author: radica
# Date: 2024-02-17T00:14:54
#
# Fit Metadata
# $P$: 4.05528
# $T_0$: 59787.056788511465
# $b$: 0.4536290191023396
# $e$: 0.0
# $\Omega$: 90.0
# $a/R_*$: 11.376177421950855
#
# Column wave: Central wavelength of bin (micron)
# Column wave_err: Wavelength bin halfwidth (micron)
# Column dppm: (Rp/R*)^2 (ppm)
# Column dppm_err: Error in (Rp/R*)^2 (ppm)
# Column order: SOSS diffraction order
#
wave,wave_err,dppm,dppm_err,order
0.6055694967508316,0.004135245829820666,21329.855447694306,135.28632181442762,2
0.6138127237558365,0.004135245829820666,21046.123165510162,118.49103049156595,2
0.6221104800701142,0.004162130877375603,20795.371624226256,117.02213630467375,2
0.6304612472653389,0.004188438877463341,20961.309536914967,90.79119255572462,2
0.6388642355799675,0.004214247316122022,21169.500861251378,81.74772481104806,2
0.6473182365298271,0.004239470511674892,20970.377601095257,75.71516950923355,2
0.655822117626667,0.004264027997851361,21010.853728614762,68.4419704459656,2
0.6643743485212326,0.004288111627101909,21226.174364456405,65.91662546465842,2
0.6729745641350746,0.0043117213994264825,21023.49991811606,57.29451163671156,2
0.6816212341189385,0.004334784299135197,20807.627556576183,62.84098335657823,2
0.6903137013316154,0.004357285052537907,21068.90311363143,56.716006625788516,2
0.6990503743290901,0.004379158839583397,21062.750967369888,51.70871839036556,2
0.707830336689949,0.004400522634387005,21048.484538755558,53.61792765275902,2
0.7166524648666381,0.004421229660511061,20966.617683431778,52.52078668003049,2
0.7255152553319931,0.004441508650779746,20406.220381468775,58.34925933842147,2
0.7344184994697571,0.004461272060871102,20949.430868568426,59.85609862853639,2
0.7433603435754776,0.00448059067130091,21014.936504826117,59.0238202735488,2
0.7523408621549607,0.0044991310685872365,20867.436499147476,59.076951315951284,2
0.7613568678498268,0.004517213627696082,21103.537912611795,54.26228924371168,2
0.7704097166657448,0.004534847661852803,21196.087367364278,62.3417105649858,2
0.7794962584972381,0.00455157198011874,20772.237850327736,66.64687491361731,2
0.7886160045862198,0.004568092525005341,20909.635828738523,67.11681140703432,2
0.7977686285972595,0.004584172368049644,21118.008447515625,64.88059658003864,2
0.8069526940584183,0.004599508643150341,21034.163782146872,67.03418296183025,2
0.8161666631698609,0.004614251106977496,20894.454402821317,75.08633708459139,2
0.8254096984863282,0.004628353565931276,20911.83951989043,75.5321486629601,2
0.8346800774335861,0.004642118141055085,20876.04428373351,88.25040006459062,2
0.8439781710505485,0.004642118141055085,20823.43310566349,89.93406249252489,2
0.8673327773809433,0.004642118141055085,21118.58698623509,44.75011795476019,1
0.8851376950740815,0.008925069868564672,21004.811632571167,43.26875523989748,1
0.9030330568552017,0.008969706296920732,21073.721252547908,42.430521170457034,1
0.9210165202617645,0.009012680873274781,21181.581106834758,39.43788561418596,1
0.939083780348301,0.00905403308570385,21182.123156807975,38.695113640283,1
0.9572326526045799,0.009094426408410072,21219.963426182694,40.043137344958346,1
0.9754614859819413,0.009133428707718882,20973.35287605254,36.452826872306055,1
0.9937663674354553,0.009170307219028506,20971.212538963176,36.716059421113,1
1.012142714858055,0.009206339716911316,21006.58838522633,37.54215572067746,1
1.0305917263031006,0.009241239726543338,20991.37379511562,35.469213993905704,1
